사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Dec.22,수인선,1875,어천,0,0,181,55,816,1207,1961,2978,2353,3600,2009,1184,1820,1014,1827,1035,1925,1142,1863,1406,1306,1377,2248,1416,2977,2231,3425,1972,3834,2838,1296,2014,860,1108,521,1282,366,1083,130,563,1,64,0,0,0,0,0,0
Dec.22,수인선,1876,야목,2,2,152,82,602,507,1302,439,1110,741,661,301,595,292,559,274,529,303,545,373,518,336,579,427,834,606,777,620,816,821,351,607,205,309,166,470,118,308,36,233,1,53,0,0,0,0,0,0
Dec.22,수인선,1877,사리,0,0,4061,290,10906,1384,23974,2950,22310,5369,11538,2582,8700,2522,7382,2708,7713,3691,7207,4577,5953,4730,6026,6721,7109,9475,7174,10628,7310,19995,4048,14131,2572,9415,2178,10035,1662,7917,646,5766,20,991,0,0,0,0,0,0
Dec.22,수인선,1878,달월,0,0,8,30,25,178,94,194,141,309,76,85,67,136,185,90,100,133,101,177,107,101,166,119,400,130,755,123,435,142,105,69,54,57,53,39,25,54,15,35,2,2,0,0,0,0,0,0
Dec.22,수인선,1879,월곶,8,0,1321,292,5177,1283,10073,1896,10567,3205,5712,3118,4027,2831,3998,3749,4215,3996,3891,3905,3932,3675,4005,4482,4700,5637,4907,7911,5095,9507,3161,6018,2389,4099,2262,4328,1442,3339,555,2160,2,334,0,0,0,0,0,0
Dec.22,수인선,1880,소래포구,14,0,2474,506,6569,3195,16927,3254,14041,6720,7352,4883,6075,5167,7130,9330,7469,11733,8559,9627,10810,8807,12114,8417,12150,10138,9955,11621,8037,14977,5131,9911,4518,6140,4448,6366,3370,5595,1613,3927,19,668,0,0,0,0,0,0
Dec.22,수인선,1881,인천논현,16,0,2488,736,6333,4704,15199,9347,14622,13687,7791,10104,7508,6969,8130,6645,9198,7839,8153,8740,8590,8995,9753,9342,10939,12450,13095,15952,13354,19531,7629,12569,6854,8200,6693,7085,5203,5905,2635,3916,8,769,0,0,0,0,0,0
Dec.22,수인선,1882,호구포,2,0,1946,835,3606,4797,7398,19690,7567,26585,5007,4730,4408,2766,4672,3301,5332,3530,5143,3907,4814,3904,5743,4220,6856,5256,17435,6872,18155,8289,5943,6534,6410,4809,4614,4172,2181,3365,1164,2731,1,471,0,0,0,0,0,0
Dec.22,수인선,1883,남동인더스파크,0,0,444,688,1003,3959,1479,15765,1981,21715,1407,3754,1284,1462,1625,1437,1860,1446,1982,1642,2435,1436,2973,1137,4088,1355,13614,1728,11098,1691,3540,2192,4097,1365,1781,763,547,515,221,335,1,48,0,0,0,0,0,0
Dec.22,수인선,1884,원인재,12,0,3336,624,6989,2225,13773,5346,15278,7734,8791,4585,6984,4304,6853,4979,7217,6082,7039,6278,6398,6454,7198,8127,7222,9765,8505,12836,7964,16559,4750,10914,3999,7912,3863,7856,3182,6879,1639,4728,63,883,0,0,0,0,0,0
Dec.22,수인선,1885,연수,4,0,2563,787,6453,2255,15568,3984,13970,11066,6640,6980,5569,6691,6188,6138,6917,7549,7548,7267,7424,6427,7924,7731,8306,9797,10015,14880,12063,17538,6123,10369,5537,7269,6065,6579,4876,4440,2880,3196,59,685,0,0,0,0,0,0
Dec.22,수인선,1886,송도,2,0,2118,404,4452,1480,9054,2249,9551,3907,4408,2399,3738,2153,3897,2456,4349,3087,4264,3070,3643,3328,4474,4756,4677,5342,4602,6959,3800,8407,2002,5377,1464,3547,1419,3529,947,2741,414,1904,2,539,0,0,0,0,0,0
Dec.22,수인선,1888,인하대,45,1,3476,701,10005,3337,23139,4977,18631,14345,9100,8068,7504,7570,9641,6527,9721,8695,9698,8142,9581,8751,10983,9239,14227,11656,13771,16321,12082,23558,6810,12467,5785,9375,5404,8451,4220,6856,2570,4547,59,1103,0,0,0,0,0,0
Dec.22,수인선,1889,숭의,5,0,3275,804,6567,3610,13640,7790,11933,12350,6049,4872,5769,3942,6102,3539,6328,4208,5712,5233,5657,4872,6494,4962,7652,6894,10078,8344,8917,12067,3853,6636,2652,4983,2166,4855,1667,3817,814,2440,25,603,0,1,0,0,0,0
Dec.22,수인선,1890,신포,7,0,1204,183,1533,866,2931,3385,2913,8968,1946,3587,1811,2473,2234,2919,2772,3067,2725,3030,3255,3005,3879,3232,4848,3823,5259,3924,6224,5245,2710,2285,2430,1612,2247,1411,1542,1339,687,672,4,175,0,0,0,0,0,0
Dec.22,수인선,1891,인천,107,0,599,161,1184,959,1994,2665,1834,4643,1354,1822,1508,2108,1468,3388,1885,3737,1955,3372,2201,3429,2560,3646,3260,3141,2495,3118,2162,4138,1330,2440,947,1846,714,1607,398,1556,130,894,3,318,0,0,0,0,0,0
Dec.22,경강선,1501,판교,12,0,708,6,2297,6633,5225,15107,4067,32041,2408,23626,2619,12815,3492,9637,4101,7774,5052,6714,7112,6457,10028,5660,10988,7678,18394,7448,25662,7176,18706,4639,17198,1982,11645,1657,7883,1443,2511,793,3,268,0,0,0,0,0,0
Dec.22,경강선,1502,이매,6,1,571,11,1612,864,4734,2198,4118,2825,2080,1559,1681,1060,1635,1069,1617,1170,1363,1322,1529,1411,1728,1640,2247,1779,2616,2687,2482,2869,1286,2581,1065,1294,1212,1369,926,937,322,403,24,135,0,0,0,0,0,0
Dec.22,경강선,1503,삼동,4,0,1307,123,4493,1483,12980,2485,13299,3051,8003,1233,4668,1007,3149,1473,3104,1709,3013,1942,2391,2843,2465,3984,2983,4321,3852,7285,3247,9235,1318,8650,892,5820,648,4173,438,3937,139,1774,4,38,0,0,0,0,0,0
Dec.22,경강선,1504,경기광주,0,0,2908,195,14778,2101,41238,6119,43587,9227,24662,4642,15505,4372,12986,5331,11907,6371,10680,7888,9519,8450,9678,11008,10881,18164,11162,20430,9046,38075,4488,26068,3093,22208,2476,13942,1739,10607,600,8716,1,54,0,0,0,0,0,0
Dec.22,경강선,1505,초월,4,1,1355,182,5747,1581,15245,4590,15395,6218,9087,2636,5558,1991,5008,2093,4812,2339,4479,2908,3731,3295,3785,4042,5575,5792,6419,7821,5690,11271,2212,11648,1750,7083,1265,7105,786,4691,286,4263,0,1,0,0,0,0,0,0
Dec.22,경강선,1506,곤지암,2,0,846,105,2856,1678,6583,5871,6810,7770,4897,3209,3760,2606,4232,2512,4191,2837,3646,3019,3463,2893,4219,3201,4859,4264,8018,5517,8242,5190,2867,6458,1786,3631,1171,3838,638,2394,261,2181,0,0,0,0,0,0,0,0
Dec.22,경강선,1507,신둔도예촌,0,0,669,116,2392,441,6053,2612,4704,3729,3585,2036,2961,1145,2387,1467,2637,1798,2431,1298,2176,2062,2546,2083,3623,2955,4333,3237,3492,4864,1399,3727,1214,3727,653,2577,272,2563,82,1899,1,0,0,0,0,0,0,0
Dec.22,경강선,1508,이천,5,0,892,14,3036,1210,7732,5492,6895,9200,5655,3850,5381,3372,4838,4511,4828,4111,4902,4384,4713,4615,5079,5092,6940,5495,6871,7447,7756,8251,3959,7079,3287,4935,2835,4254,1257,4043,434,1924,1,587,0,0,0,0,0,0
Dec.22,경강선,1509,부발,3,0,782,46,2640,1585,6131,6468,5546,6048,4239,2085,3691,1698,4191,2250,3596,2619,3812,2314,4183,2676,4228,3061,5753,3756,7649,4940,6006,4491,3406,6348,2034,3933,1277,3769,905,3656,320,2232,9,1415,0,0,0,0,0,0
Dec.22,경강선,1510,세종대왕릉,0,0,187,3,674,56,989,765,1051,602,915,386,849,344,636,526,600,488,570,395,582,636,622,670,668,768,842,973,858,784,189,997,118,652,68,447,86,321,16,403,0,120,0,0,0,0,0,0
Dec.22,경강선,1511,여주,6,0,1285,6,3394,603,6647,3199,6197,3806,5387,3760,5614,2645,4805,3266,4817,3528,5043,3835,5022,3763,5600,4892,5581,4806,5359,6686,3589,5525,2667,7363,1676,5490,1253,4297,613,2484,201,3465,3,1162,0,0,0,0,0,0
Dec.22,5호선,2511,방화,20,0,4966,5,10874,3806,26723,5460,26064,13446,14652,7055,11664,5721,11482,6131,11320,7449,10627,8003,10132,9280,10868,10448,11850,11970,11511,14609,9684,21831,4684,19900,3760,12321,2619,11101,2284,10944,922,7086,178,2842,10,296,1,14,0,5
Dec.22,5호선,2512,개화산,4,0,4136,344,8142,3763,21601,6000,21093,14632,11089,6941,8397,4794,7963,5316,8782,6570,8029,6469,7914,6465,7825,7799,8958,9692,11569,11701,13119,16990,5158,15139,3434,9034,2913,8881,2488,8299,757,5280,108,1821,1,134,0,2,0,4
Dec.22,5호선,2513,김포공항,2,1,497,2603,1726,9302,4445,14359,7506,17477,6996,12334,7787,15548,10962,17529,12560,18344,14641,18550,17731,17530,18642,17471,20164,18071,24828,18805,28976,16346,18096,9709,14722,4219,13748,2620,13084,1794,4151,1257,313,670,2,28,0,3,0,11
Dec.22,5호선,2514,송정,25,1,3618,1025,7602,3784,19753,6234,23239,11515,14877,7585,11444,6425,10677,7024,10754,8173,10087,8502,10088,8700,10058,10437,11511,12590,12780,14032,12940,20106,7185,15817,5621,10584,4885,10299,4029,9673,1955,6270,296,2289,2,49,3,3,0,15
Dec.22,5호선,2515,마곡,1,0,2378,2400,7161,7854,23202,14398,25377,50799,14004,32697,11118,14619,11281,11998,12302,12544,13729,13279,15184,12598,17729,13567,22119,15990,33060,18847,42855,26928,18249,20132,12811,10886,11859,9931,8233,9841,3357,5808,485,2483,1,59,6,18,0,0
Dec.22,5호선,2516,발산,1,0,3411,2355,9422,12912,26219,36370,29459,109547,18531,58684,19255,30975,23048,32251,27065,31644,30234,32646,34488,30410,41192,31057,48532,34528,67529,43128,85737,57997,38801,38925,34412,21470,36869,16640,30759,14634,13528,9279,1832,3212,18,90,47,24,0,1
Dec.22,5호선,2517,우장산,0,0,6353,860,21021,4698,53357,13225,60337,21790,31530,15790,25730,12784,24918,13382,26398,16087,23896,20308,21691,21389,24156,25103,26398,29043,24307,35554,19844,53838,11650,41785,8782,25162,7316,24364,6083,24256,2058,15499,322,4239,8,59,2,22,0,2
Dec.22,5호선,2518,화곡,295,1,22273,1526,40393,9516,111869,14970,152207,30959,76684,24805,47282,18743,41970,20295,43359,25464,42307,28161,35787,32764,35626,40412,39440,53394,42411,70612,39987,124227,23344,91042,16688,55603,14226,52673,11437,48239,4948,31204,689,9773,35,139,5,61,0,7
Dec.22,5호선,2519,까치산,247,0,23700,1525,42548,8945,123765,10831,158523,21635,81926,18560,48335,18009,43026,21573,44319,26145,41099,29417,35437,34331,34025,45292,36545,57082,36162,73888,32822,125776,20227,96848,15100,61769,12784,60811,10678,52404,5229,34153,933,10307,39,578,6,64,0,0
Dec.22,5호선,2520,신정(은행정),62,6,11830,674,22918,4189,63847,8110,78873,14033,38446,9073,21519,7454,19535,8303,18999,10342,16931,11636,14158,13053,14498,17618,16060,22774,17295,29647,17055,47966,8438,36255,5744,23993,5049,23099,3828,22755,1650,14065,244,4370,9,71,5,26,0,0
Dec.22,5호선,2521,목동,5,0,7692,1308,19803,5428,58114,11777,74907,26904,35863,20748,25930,15304,24244,14440,23932,17692,22485,22644,21788,22677,22770,26464,25115,33609,28929,46967,29520,79719,16533,53286,13327,31430,12623,30650,11182,29103,4313,17441,639,5828,13,84,9,38,0,0
Dec.22,5호선,2522,오목교(목동운동장앞),0,0,4999,1675,14446,8520,48023,25280,59336,65352,32048,52933,23946,32820,25056,32633,29347,33230,30974,36033,32490,35417,36818,38462,44369,44305,54891,54961,68292,78348,37204,48179,39708,28176,32392,26425,23744,23775,8884,14027,1086,4407,24,84,43,36,0,0
Dec.22,5호선,2523,양평,0,0,2145,655,6676,3108,23739,8785,29798,36918,13124,14033,7958,6132,7764,5725,8722,6398,8727,6806,7951,6700,8395,7836,10023,9461,17514,13071,30383,23373,8661,15747,5582,10682,4837,10323,3632,10087,1641,6061,247,2200,7,34,0,15,0,0
Dec.22,5호선,2524,영등포구청,0,0,942,615,2414,1990,7047,6001,10363,24387,5376,10105,4007,4843,4438,4191,4861,4507,5365,4818,5432,4708,6176,4692,7762,5257,11383,7024,20662,11577,6370,5954,4361,3812,4232,3776,3225,3542,1556,2321,267,653,7,24,4,11,0,0
Dec.22,5호선,2525,영등포시장,2,0,2374,911,5662,4748,21954,12968,33681,38069,14704,22355,10656,16938,11537,16266,14216,19778,14685,23275,15678,19520,20553,16619,25812,17870,31687,21513,40831,34259,17394,19613,12510,12427,12119,12154,9198,11852,4001,7735,543,2104,5,61,24,35,0,0
Dec.22,5호선,2526,신길,45,0,1401,351,4052,1619,14825,4628,23443,13777,10199,6313,5947,3064,4768,3508,5222,3802,4867,4158,4481,4231,4651,4858,5958,6940,8411,10663,12865,19165,4492,11671,2920,9109,3057,9360,2422,9394,1448,6269,258,1947,13,143,5,62,0,0
Dec.22,5호선,2527,여의도,4,0,1997,3234,3744,27218,9285,138226,12975,226519,11532,89209,13285,40796,20564,39813,22304,38101,29274,42392,37320,34962,48401,31961,65996,34253,158057,38598,181530,46146,74548,19121,69331,9787,59739,8729,36420,7291,12858,4356,1506,2248,49,115,44,152,0,0
Dec.22,5호선,2528,여의나루,6,0,922,1510,2244,11190,4801,36254,8330,70142,5506,30109,5079,28485,6943,26754,9724,28121,11901,31777,16972,32581,22573,32276,31923,30349,55105,26931,63769,24311,27770,10733,29400,5250,18265,4102,10908,3539,2977,2334,477,777,70,25,4,9,0,0
Dec.22,5호선,2529,마포,17,1,2278,1349,7798,6923,26110,20835,35838,73024,18878,36000,15702,18122,16851,19494,18852,17748,20051,17242,19718,16797,21109,18103,24320,23230,38465,36498,60460,51653,23470,26569,21615,15433,24881,14875,19792,13101,8225,8398,1073,2363,23,62,15,39,0,2
Dec.22,5호선,2530,공덕,2,0,1469,928,5246,7077,19822,28282,32272,79586,15235,41449,13368,18134,16145,17672,17992,16306,19619,16253,18865,16055,20435,16664,26533,20491,43078,32593,63535,49810,24892,23222,20866,13492,23531,13585,18745,12366,8419,7084,1307,2004,24,56,20,55,0,3
Dec.22,5호선,2531,애오개,29,1,2057,493,4975,4391,16930,8608,24893,25953,12355,13244,9207,7086,9748,6590,9927,7110,10293,8527,9319,8728,10151,8620,11703,10198,15493,14590,21916,21705,7561,12904,5570,8379,4953,8418,3562,8202,1408,5284,213,2340,6,385,1,38,0,52
Dec.22,5호선,2532,충정로(경기대입구),19,0,983,227,2150,1994,6140,11658,9168,34786,5035,11601,4361,4738,5285,4220,5015,3561,5376,4639,5794,4473,6221,4247,7453,4721,15088,6706,28326,9770,7015,6150,5649,4590,5148,4321,3555,4437,1427,2883,240,810,12,104,7,17,0,1
Dec.22,5호선,2533,서대문,7,0,2968,1039,5970,14582,17899,66903,24813,169665,18395,51135,19348,26001,23120,21348,24227,20644,23263,24643,25633,19236,32501,17418,41104,18272,72500,22852,114240,29779,30231,15797,26363,10408,26503,11745,18619,9074,7614,5640,921,1886,21,75,27,22,0,0
Dec.22,5호선,2534,광화문(세종문화회관),32,0,1946,1063,4789,26630,8667,72844,13544,257361,11982,129582,16341,57582,27806,54823,32118,48957,39828,52384,47150,45342,59972,38761,78452,43024,118155,59687,213669,68835,86136,32116,75479,14795,86950,10907,54197,7740,18188,5349,4921,2142,378,443,1625,23,0,0
Dec.22,5호선,2535,종로3가,76,2,1539,495,2055,5111,3366,13523,5106,41540,5981,35189,7731,30328,12667,36177,19063,36486,22419,34356,27912,31201,34066,29091,40811,30390,49769,33166,60434,37298,35959,19782,35010,10386,40654,8398,33445,6747,16996,3983,2800,1581,156,100,61,66,0,3
Dec.22,5호선,2536,을지로4가,3,1,422,527,776,7082,1670,17735,2897,45375,3042,20238,4251,12390,6079,11921,7447,10979,8906,10178,10675,9315,12196,8108,14995,7956,27852,7832,38313,7559,14987,4004,9621,2249,8552,2352,5828,1646,2564,928,390,452,5,26,2,22,0,0
Dec.22,5호선,2537,동대문역사문화공원(DDP),0,0,200,228,638,2824,1368,9140,2530,30676,2438,12232,2946,4328,3390,3774,3013,3759,3226,3854,3807,3788,4535,3694,6437,4062,12535,4481,20887,4669,7837,2804,4338,2184,4074,2332,2857,2336,1247,1527,218,575,14,24,2,6,0,0
Dec.22,5호선,2538,청구,1,0,1646,212,2581,1964,6697,3583,11119,14154,6752,8156,5418,4581,5653,3957,5432,4434,5620,4781,5800,4766,6027,5368,7511,5955,8927,7714,13914,10698,7197,7170,4853,4799,3850,4715,3357,4592,1663,3029,278,964,7,19,0,17,0,0
Dec.22,5호선,2539,신금호,31,0,2945,315,6708,2868,20538,8604,28991,13697,15389,7341,10380,5868,9618,6387,9487,7796,10115,8495,8818,8845,10060,11224,11799,13066,11043,16788,10200,26291,7278,16641,4852,10881,4042,10734,3132,10070,1356,6434,200,2065,6,49,3,29,0,1
Dec.22,5호선,2540,행당,24,0,3784,617,10905,2378,30451,4847,45611,9594,22506,6617,14707,5544,12770,6726,12764,8222,11596,8775,10273,9982,10762,12266,11415,15060,12239,19713,10891,31734,6575,20650,4937,13440,4067,14037,2954,12667,1174,7547,221,2551,11,39,7,10,0,1
Dec.22,5호선,2541,왕십리(성동구청),31,0,1719,623,2005,2716,5721,6077,8816,19030,5202,9316,4703,7191,5274,8164,6210,8369,6727,9400,7696,9108,8340,9252,10035,10521,11521,13354,15042,18499,8716,9841,8305,5875,9420,5187,7743,4678,3812,2839,665,1987,11,445,52,67,0,74
Dec.22,5호선,2542,마장,0,0,2319,570,5627,3800,15636,6331,20528,16402,11506,9644,8752,7852,8949,8025,10324,9004,9571,8622,10016,7590,10528,8670,11525,10528,12085,13470,13574,19199,8168,12048,6256,7700,6045,7143,4498,7219,1710,4302,235,1515,8,37,5,11,0,0
Dec.22,5호선,2543,답십리,20,2,8501,1166,17754,7483,53067,13363,74321,35838,36984,19306,24111,14666,21207,15408,22554,17462,21967,19464,20799,18542,22023,22437,26682,25754,32705,35744,35143,56798,17134,37669,12068,24788,10557,23422,7790,21297,3288,13216,550,4336,22,110,7,59,0,0
Dec.22,5호선,2544,장한평,46,1,7136,1022,17621,11234,52396,22106,75566,66809,39895,30300,24110,20227,22164,20296,24034,20213,23620,21167,22897,20450,25319,23876,33181,29372,43897,40636,61360,66430,26105,45383,15685,27499,12816,26683,10130,24961,4606,15649,701,4881,16,336,4,55,0,0
Dec.22,5호선,2545,군자(능동),38,1,6845,769,11290,4991,32682,7620,46606,26258,22777,16873,14457,12109,13996,12974,15194,14751,15688,16103,14920,16608,15918,18763,19247,25262,24154,35594,28020,55885,15889,34936,13026,20870,13894,19734,11488,19359,6611,12775,1162,6139,21,1322,18,180,0,0
Dec.22,5호선,2546,아차산(어린이대공원후문),2,0,8844,1284,16940,5616,41913,12900,59910,28458,32822,17717,22430,17021,21765,18137,24650,18265,24183,18490,24071,19845,24407,23991,26960,28586,28173,35759,26478,53231,15716,37449,11375,24188,11215,21842,9177,19409,3268,12552,489,3752,6,53,2,13,0,0
Dec.22,5호선,2547,광나루(장신대),5,0,5299,1607,15901,8086,38501,15501,45727,33675,28922,19857,21075,17231,20721,15613,20881,16799,21452,17570,21290,17490,22739,18967,26692,24732,28727,30739,31480,40859,14950,29319,12588,18950,12999,18192,12916,17875,3771,10985,708,2797,250,41,6,28,0,0
Dec.22,5호선,2548,천호(풍납토성),71,2,6544,1775,11256,13503,28022,18632,36098,40392,22681,35793,21693,28847,25563,30069,29537,30849,31405,33774,33852,33954,40038,35841,46930,38231,53661,44756,54427,57313,37172,40173,34290,22671,26105,20915,21213,18998,10222,11678,1944,3595,42,104,12,45,0,0
Dec.22,5호선,2549,강동,90,0,10493,1252,18908,10398,54062,27499,68988,49180,37608,28286,26981,19688,26889,18808,29712,19580,25525,24543,25504,24146,27964,26347,32972,29865,45622,36646,45476,56067,21341,41206,15632,28043,13046,27048,9620,25279,3878,16706,735,7104,10,130,3,53,0,0
Dec.22,5호선,2550,길동,4,0,4361,660,8457,4589,21886,7238,26966,17289,15254,13280,12484,9791,12792,10818,13838,11841,13697,12008,12833,13891,14111,14921,15844,18597,17071,20936,17191,27358,8971,20891,7051,12731,6683,10579,5503,10846,2182,6347,414,2897,4,18,3,2,0,0
Dec.22,5호선,2551,굽은다리(강동구민회관앞),0,0,6904,571,13240,2889,35156,6465,37393,14712,21446,11882,16551,8821,16493,11317,16297,11022,15905,12665,14353,14001,15400,16803,15465,20910,16040,22924,16461,36329,10573,27652,7250,17653,7602,15057,5736,16302,2462,8579,367,3123,2,60,4,1,0,0
Dec.22,5호선,2552,명일,19,0,4893,964,13690,3507,34571,6534,32886,11684,18889,9198,16106,9251,14520,9202,14950,9561,13347,12278,12941,11852,12636,15616,14993,19914,13880,20889,12809,36780,7428,28539,5804,15889,6265,14465,4083,15468,1935,8917,412,3015,1,75,2,3,0,0
Dec.22,5호선,2553,고덕,3,0,3977,1893,11111,5889,28985,14301,26683,18530,17927,12837,15789,12208,16470,11058,17115,12500,15784,17879,17530,14491,18911,16786,22559,18438,22759,19661,16161,30497,9856,24260,7874,13618,7935,13520,7706,12950,2116,7471,411,2995,2,224,0,2,0,0
Dec.22,5호선,2554,상일동,34,0,9227,1292,28486,7524,76204,12149,56760,16360,33105,9803,25717,8788,21731,8784,21399,13855,19359,16324,17730,15577,19780,21949,21544,23703,23291,34525,19669,54496,10347,48835,7589,27240,5293,27731,3903,24971,1669,16339,466,7371,10,1501,2,4,0,0
Dec.22,5호선,2555,둔촌동,4,0,3954,762,9493,9292,23727,10335,28260,19661,15528,11881,12225,10440,12670,10331,12758,11726,12723,13413,13298,12999,14155,15138,18940,16672,22012,22705,20642,31072,10741,21683,8530,11230,7688,11954,5763,9951,2432,6076,229,1799,9,27,6,8,0,0
Dec.22,5호선,2556,올림픽공원(한국체대),348,1,2912,872,5228,3386,10863,5758,12078,9898,8752,6104,7822,4982,7559,4903,7842,6308,7428,7073,7520,7920,9321,8648,10174,10018,12044,11357,9943,12723,4901,8554,8711,5507,5926,6157,5095,5736,2973,4218,96,900,1,21,0,3,0,0
Dec.22,5호선,2557,방이,2,0,2664,751,7159,3915,18363,7447,18259,23701,11571,12364,9964,9010,9242,7899,10494,10557,10758,9918,9880,11472,11098,12463,12742,14887,16332,21248,20790,22781,10026,17092,9142,10059,11240,8560,11174,7823,2370,5527,225,1459,25,33,7,11,0,0
Dec.22,5호선,2558,오금,6,1,1091,312,2677,2184,7794,8608,7825,21918,5389,7682,4813,4031,4894,3700,5644,4133,5856,3833,5599,4051,6389,4299,7623,5336,11116,6520,14342,7799,4474,5863,3533,3790,2989,3422,2323,4030,932,2790,120,1022,0,10,0,12,0,0
Dec.22,5호선,2559,개롱,15,0,3233,1017,8291,3898,22591,6981,22774,15867,13383,8237,11284,5840,9804,6527,9961,7236,9504,8715,8639,9342,9280,10138,12749,13527,12704,16444,12594,20963,6081,19114,4636,11276,4010,9167,2672,11145,950,5917,114,2130,5,38,0,13,0,1
Dec.22,5호선,2560,거여,0,0,6052,801,15360,4384,47074,9035,45172,18144,23809,9447,16366,7390,14257,8283,14612,9219,14264,12377,12482,11915,12897,14877,16865,19679,17203,23170,15556,37441,7335,31966,5445,17274,5108,15404,3486,17592,1186,9848,145,3539,0,54,3,1,0,5
Dec.22,5호선,2561,마천,30,0,7011,278,13550,2469,40550,4633,33791,11038,17179,7428,11625,6482,10150,6378,10940,7007,9496,8602,8892,7825,8369,12166,10028,14140,10020,17477,9595,26868,4439,23134,3375,12346,2712,13161,1702,12615,634,8276,115,3453,4,58,1,2,0,14
Dec.22,5호선,2562,강일,0,0,2492,718,7217,3515,22202,4817,21290,8176,13479,3585,10500,2756,8563,3334,7985,5150,7484,4879,6372,5716,7236,7828,9523,8334,8907,12452,8207,16200,3171,15677,2107,8919,1827,9514,1259,8309,482,5895,119,1795,0,35,0,0,0,0
Dec.22,5호선,2563,미사,10,0,7269,777,22936,6262,65754,11977,62820,24194,33463,21152,24211,16757,22580,17042,23740,19645,24078,19798,21974,23514,25695,23972,26827,32078,29560,44278,29114,62324,16993,62527,16187,33492,16730,26761,14786,27540,7543,18674,1826,5959,14,75,0,0,0,0
Dec.22,5호선,2564,하남풍산,1,1,1812,157,5379,1946,10061,5844,11554,15697,6904,9750,6489,6139,5985,5251,6436,5256,6378,6632,6602,5716,8067,6617,8848,8299,12119,7148,13008,11053,5507,9886,4239,5493,4132,5336,2368,5477,756,3509,157,1537,3,9,0,0,0,0
Dec.22,5호선,2565,하남시청(덕풍·신장),11,0,4691,142,11034,3073,24756,5784,23560,13907,15143,7674,13355,7525,12966,8681,13212,8429,12663,10957,11465,10122,12201,14554,13984,15771,13730,15404,13712,22927,7338,20418,5487,12554,5055,11612,3410,11377,1319,7520,247,3507,0,37,0,0,0,0
Dec.22,5호선,2566,하남검단산,20,1,3515,14,8513,2803,22775,4451,19327,10666,11941,10234,10168,8607,9001,8663,9970,11121,10613,9820,9861,9368,11871,12462,13652,11182,13845,14286,12174,16798,7406,15996,6745,10381,6438,9675,4514,8712,1073,6444,123,3247,1,22,0,0,0,0
Dec.22,6호선,2611,응암,26,2,10746,1234,26173,5807,70240,9472,91845,18831,46747,13312,29968,13176,27299,14757,28209,17626,25922,19771,23177,22093,22568,28102,24863,34729,24300,47647,22346,76590,13742,59233,10038,37886,8715,32283,7243,31161,2821,21604,424,6731,1,60,0,0,0,0
Dec.22,6호선,2612,역촌,2,0,2088,288,5686,1775,16306,2605,17852,8065,8833,3811,6162,3499,5406,4623,5888,5413,5837,5216,5412,5498,5220,6174,5187,8871,5466,11244,5763,17820,3062,14299,2169,7743,1902,8304,1564,7219,675,5050,81,1618,0,6,0,0,0,0
Dec.22,6호선,2613,불광,28,2,1520,564,3830,1643,11725,3525,12790,7439,7000,7090,5899,5285,6491,5897,7417,6540,8033,7431,8914,7369,10151,8015,10822,8413,10592,10363,9841,14788,5783,10834,4944,5812,4250,5370,2682,5374,1071,3521,209,1262,3,17,0,0,0,0
Dec.22,6호선,2614,독바위,0,0,2184,162,4769,892,14247,1500,13549,2662,6718,2459,4573,2895,4057,2390,4365,2838,3935,2912,3442,3425,3380,4174,3982,5520,3416,6792,2794,11922,1685,10282,1057,6182,790,5403,643,5631,290,3874,72,1433,1,21,0,0,0,0
Dec.22,6호선,2615,연신내,0,0,0,0,0,0,1,0,3,0,0,0,1,0,3,0,1,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Dec.22,6호선,2616,구산,5,0,5232,219,11338,2379,31320,5652,39243,7172,20159,5193,13821,4717,12338,6359,12505,7005,11533,7989,10072,8230,10983,10458,12083,13484,11050,14852,9355,21857,5607,20228,4355,10731,4034,10067,3291,8850,1227,5905,219,2007,1,10,0,0,0,0
Dec.22,6호선,2617,새절(신사),31,0,10237,514,19286,4072,53166,7490,64484,14672,33158,11151,21195,9032,18862,10446,19703,12491,17938,15137,16329,14728,16046,20182,19935,22712,18140,31083,15391,48211,9472,39576,6442,23795,5967,21834,4309,20457,1873,14529,306,5024,1,55,0,0,0,0
